Address,Area,Price,Lat,Lon
3408 BRUCE ROAD 1 BROCKTON,Holyrood,329900,44.097542,-81.419464
68 LOUISE Street Harriston,Minto,449900,43.914085,-80.878967
272 Eaton Street Georgetown,Halton Hills,1198000,43.634701,-79.900391
247 /251 GUELPH ST Halton Hills,Halton Hills,1790000,43.649868,-79.895515
LOT 5 MUNRO STREET Chalk River,Chalk River,229900,46.02462,-77.454224
50 WILSON STREET Chalk River,Chalk River,212500,46.011433000000004,-77.452835
307 -309 SUPERIOR ST White River,White River,29900,48.590557000000004,-85.281532
54 CHURCH STREET Chalk River,Chalk River,194900,46.013228999999995,-77.450424
57 LEGERE DRIVE Chalk River,Laurentian Hills,299900,46.075432,-77.474419
183 Alma St Paisley,Paisley,214000,44.301525,-81.27510799999999
154 JAMES Street Paisley,Paisley,248000,44.301189,-81.267143
222 Elora St Harriston,Minto,69000,43.908924,-80.863235
44 ARTHUR Street Harriston,Minto,399900,43.914219,-80.870827
1-Route Main St Halton Hills,Halton Hills,234900,43.651592,-79.928719
8908 Eight Line Halton Hills,Halton Hills,3900000,43.596035,-79.854576
8908 Eighth Line Halton Hills,Halton Hills,3900000,43.596035,-79.854576
18 Ewing Street Georgetown,Halton Hills,635000,43.655071,-79.930252
266 EATON ST Halton Hills,Halton Hills,1379900,43.634743,-79.899895
257 QUEEN Street South Paisley,Paisley,183900,44.303707,-81.271889
97 ALBERT Street South Paisley,Paisley,175000,44.299107,-81.26899
28 WILSON STREET Chalk River,Chalk River,29900,46.013599,-77.453773
136 CAMBRIDGE Street Paisley,Paisley,182900,44.309509000000006,-81.279266
250 QUEEN Street Paisley,Paisley,188800,44.307072,-81.27359799999999
PART LOT 12 NORTH ST Paisley,Sundridge,84900,45.818798,-79.218338
LT 4 FIELDS ROAD Chalk River,Chalk River,50000,46.006221999999994,-77.430634
102 RATTON AVENUE Deep River,Laurentian Hills,224900,46.065773,-77.471657
57 John St Harriston,,139900,43.756516,-80.663208
B40765 CENTRE RD Brock,Beaverton,679900,44.449397999999995,-79.230598
7923 John St Garden Hill,Campbellcroft,449000,44.056107,-78.401993
4455 COUNTY ROAD 2 RD Port Hope,Port Hope,399000,43.949165,-78.293465
3099 CARLING AVENUE UNIT#202 Ottawa,Bayshore,249000,45.353519,-75.810181
8315 Woodland Ave Port Hope,Campbellcroft,674000,44.064156,-78.397301
1200 MORRISON DRIVE Ottawa,Qualicum - Redwood Park,399900,45.343075,-75.79715
00 SMITHS BAY ROAD Eganville,Eganville,89900,45.588097,-77.135902
400 Crandall Rd Cramahe Twp.,,729000,44.043339,-77.84761800000001
68 Elgin St Cramahe Township,,349900,44.01878,-77.88868000000001
LOT 1 Kelwood Lane Colborne,Colborne,145000,44.013187,-77.89705699999999
180 ALLAN Street Timmins,Timmins,149900,48.470402,-81.205635
264 EMILY PARK RD Kawartha Lakes,Kawartha Lakes,819900,44.294746,-78.51155899999999
29 OTTAWA STREET Chalk River,Chalk River,129900,46.024338,-77.452377
44 MEREDITH Street North Little Current,Little Current,299900,45.978283000000005,-81.92242399999999
66 OTTAWA STREET Chalk River,Chalk River,126500,46.027649,-77.458458
235 17th Ave Hanover,Hanover,314900,44.147953,-81.01467099999999
12886 County Road 2 Other Cramahe,Wevertown,729900,43.650005,-73.941864
72 OTTAWA STREET Chalk River,Chalk River,154900,46.027977,-77.459251
59 TOWN LINE Chalk River,Chalk River,109900,46.012634000000006,-77.458694
LOT 6 MUNRO STREET Chalk River,Chalk River,249900,46.024632000000004,-77.454193
13970 Eighth Line Halton Hills,Halton Hills,1,43.696715999999995,-79.989243
348 Guelph St Halton Hills,Halton Hills,174000,43.648533,-79.88278199999999
LOT 1 MUNRO STREET Chalk River,Chalk River,229900,46.024094,-77.454216
5 Con Beaverton,Cityview - Skyline - Fisher Heights,1875000,45.361652,-75.722748
#D6 - 75 Consumers Dr Whitby,Whitby,979000,43.869171,-78.91268199999999
272 Eaton St Halton Hills,Halton Hills,1198000,43.634701,-79.900391
557 JAMES Street Beaverton,Beaverton,274900,44.434731,-79.147079
527 -539 MARA RD Brock,Beaverton,199900,44.437012,-79.149452
136 Arborglen Drive Georgetown,Halton Hills,1149900,43.640640000000005,-79.91729000000001
15 DAYFOOT DR Halton Hills,Halton Hills,529900,43.653343,-79.925247
3092 Crow Lake Rd Central Frontenac,Tichborne,134500,44.721195,-76.67498
144 CULLODEN CRESCENT Ottawa,New Barrhaven,649000,45.249817,-75.714798
2 GUELPH ST Halton Hills,Halton Hills,850000,43.65155,-79.92868
254 FLODDEN WAY Ottawa,Greenbelt,509900,45.284813,-75.70324699999999
294 CHURCH Street East Paisley,Paisley,159000,44.30846,-81.272072
468 QUEEN Street South Paisley,Paisley,198000,44.30529,-81.272675
163 QUEEN Street South Paisley,Paisley,314900,44.300877,-81.27087399999999
76 GEORGE Street Paisley,Paisley,239000,44.298592,-81.267838
251 QUEEN Street South Paisley,Paisley,134500,44.303482,-81.271919
266 CHURCH Street Paisley,Paisley,212000,44.308231,-81.273209
338 QUEEN Street South Paisley,Paisley,289500,44.304379,-81.27268199999999
83 Westmount Dr Orillia,Orillia,277500,44.599472,-79.43195300000001
3 Edith St Halton Hills,Halton Hills,749900,43.644447,-79.922935
139-141 Mississaga St Orillia,Orillia,669900,44.606243,-79.42411
62 MAPLE AVE Halton Hills,Halton Hills,389900,43.656684999999996,-79.909142
546 QUEEN Street North Paisley,Paisley,239900,44.312519,-81.275406
435 QUEEN Street South Paisley,Paisley,109900,44.305199,-81.27233100000001
Lot 24 Concession 6 Uxbridge,Uxbridge,625000,44.109543,-79.12056700000001
131 ELORA Street S Harriston,Minto,375000,43.910843,-80.866592
266 CHURCH Street Paisley,Paisley,212000,44.308231,-81.273209
56 Laurentian Lane Orillia,Orillia,379900,44.602314,-79.44567099999999
LOT 21 GEORGE ST N Harriston,Minto,52500,43.915878,-80.870018
2 WILKINSON Lane Greenock,Greenock,499900,44.099903000000005,-81.25993299999999
4108 BRUCE ROAD 1 BROCKTON,Elmwood,224900,44.241512,-81.056267
107-110 Williams Street Palmerston,Palmerston,189900,43.83416,-80.84944899999999
436 Couchiching Point Rd Orillia,Orillia,1150000,44.606773,-79.372765
50 Westmount Dr Orillia,Orillia,799000,44.603629999999995,-79.434731
55 FRONT ST S Orillia,Orillia,179000,44.608616,-79.413841
53 ANDREW Street North Orillia,Orillia,269900,44.608185,-79.421379
238 BARRIE Road Orillia,Orillia,64900,44.599284999999995,-79.42556
95 Arthur St Harriston,Minto,198000,43.916153,-80.869217
705 - 354 ATHERLEY Road Orillia,Orillia,539900,44.606041,-79.392128
5618 5th Line Town Of Minto,Palmerston,79000,43.864281,-80.912186
LOT 2 FORESTRY ROAD Chalk River,Chalk River,50000,46.0028,-77.433388
218 Elora St Harriston,Minto,69000,43.909039,-80.86346400000001
LOT 12 SYDNEY STREET Chalk River,Chalk River,14000,46.026222,-77.45124100000001
127 PLANT ROAD Chalk River,Chalk River,207900,46.020508,-77.441513
211 BOB SEGUIN DRIVE Chalk River,Chalk River,239900,46.003475,-77.458923
80 THICKSON RD N Whitby,Whitby,599999,43.883602,-78.912949
77 THIRD Street Orillia,Orillia,314900,44.633156,-79.426926
712 LAKE DALRYMPLE Road Orillia,Orillia,239500,44.608246,-79.419678
112 ST LAWRENCE ST Whitby,Whitby,549900,43.870155,-78.937424
34 GLEASON LANE Chalk River,Laurentian Hills,299900,46.079807,-77.511024
311 GALLOWAY Boulevard Midland,Midland,229900,44.739567,-79.866699
33 RAMPART CRES Whitby,Whitby,559999,43.907585,-78.97541
#/13B - 8280 Highway 27 Vaughan,Vaughan,59900,43.784893,-79.62623599999999
3444 CARLYON LINE N Orillia,Orillia,149900,44.674484,-79.454163
MOORE CRT MOORE CRT Whitby,Whitby,860000,43.850983,-78.901726
Kell`s Bay  Rd Huntsville,Huntsville,279000,45.424735999999996,-79.02979300000001
136 TOM EDWARDS DR Whitby,Whitby,599900,43.922539,-78.921127
56 West Rd Huntsville,Huntsville,289900,45.332966,-79.220573
466 Markles Rd Huntsville,Huntsville,129900,45.277935,-79.212128
#20 - 4040 STEELES AVE W Vaughan,Woodbridge,179000,43.769596,-79.55371099999999
24-305 Deerhurst Dr Huntsville,Huntsville,179900,45.351822,-79.129059
307 -309 SUPERIOR ST White River,White River,29900,48.590557000000004,-85.281532
53-207 Deerhurst Dr Huntsville,Huntsville,127000,45.346275,-79.134979
280 Breisacher Rd Huntsville,Huntsville,59900,45.379292,-79.30918100000001
288 Hunters Bay Dr Huntsville,Huntsville,345900,45.326397,-79.237236
4042 South Portage Rd Huntsville,Huntsville,249000,45.216072,-79.108498
13970 Eighth Line Halton Hills,Halton Hills,1,43.696715999999995,-79.989243
748 BIG ISLAND Huntsville,Novar,169000,45.334908,-79.300446
LOT 3 SKYHILLS RD Huntsville,Huntsville,229000,45.357258,-79.262428
34 Hamilton Cres Halton Hills,Halton Hills,899900,43.638816999999996,-79.87532
4443 RAVENSCLIFFE RD Huntsville,Huntsville,499000,45.402190999999995,-79.398323
67 THORNCROFT CRES Ajax,Ajax,469900,43.843441,-79.009476
15 Abbitt Crescent Georgetown,Halton Hills,2100000,43.700179999999996,-79.990562
23 PETERS Road Huntsville,Huntsville,244000,45.315933,-79.241341
23 GRAYWARDINE LANE Ajax,Ajax,589800,43.885342,-79.023262
10996 EIGHTH LINE Halton Hills,Halton Hills,529900,43.636486,-79.90876800000001
236 HOODSTOWN Road Huntsville,Huntsville,389500,45.364887,-79.34614599999999
205 ROUTE 21 ROAD Alfred,Alfred,499900,45.558609000000004,-74.880371
1326 OLD NORTH RD Huntsville,Huntsville,289000,45.408871000000005,-79.241661
78 CLUBHOUSE Drive Huntsville,Huntsville,245000,45.34565,-79.146721
39 ROWAN Drive Huntsville,Huntsville,124900,45.355312,-79.305611
296 Industrial Park Rd Haliburton,,99000,45.052563,-78.538498
583 ROSS Street North Paisley,Paisley,129900,44.313938,-81.273674
Kennisis Lake Rd West Guilford,West Guilford,26900,45.141457,-78.573738
593 FALCON Road Huntsville,Huntsville,1024000,45.324982,-79.253357
110 MAWS HILL Road Huntsville,Huntsville,69900,45.451275,-79.218292
ROWANWOOD RD Huntsville,Huntsville,149900,45.253571,-79.28119699999999
2175 13 LI Bradford,Bradford West Gwillimbury,999999,44.191875,-79.56491899999999
1137 PUT-IN-BAY RD Huntsville,Huntsville,1895000,45.334137,-79.10449200000001
1254 Outlet Rd Lansdowne,Lansdowne,998000,44.405753999999995,-76.018265
12835 COUNTY 2 RD COLBORNE/CRAMAHE,,699900,44.009518,-77.896362
42 Adelaide St Harriston,Minto,349900,43.916809,-80.878426
21 Arthur St Harriston,Minto,169900,43.914078,-80.8713
271 Lakeland Cres Brock,Beaverton,329900,44.434826,-79.155487
200 BOUNDARY Road Novar,Novar,299900,45.44688,-79.257919
1294 WALKER LAKE DR Huntsville,Huntsville,397000,45.381824,-79.095161
#6 - 1605 Charles St Whitby,Whitby,349000,43.861839,-78.936249
2 ST. GEORGES Court Huntsville,Huntsville,199000,45.319247999999995,-79.225273
B950 Concession Rd 5 Rd Brock,Brock,225000,44.33757,-79.095413
2620 MUSKOKA RD Lake Of Bays,Huntsville,665000,45.446842,-78.979576
7003 County Road 169 Orillia,Orillia,159000,44.688156,-79.27005
836 Horseshoe Valley Rd Orillia,Orillia,115000,44.618217,-79.51778399999999
#134 - 3050 GARDEN ST Whitby,Whitby,29000,43.900826,-78.94205500000001
9187 Sparrow Lake Orillia,Orillia,229000,44.608246,-79.419678
3551 GARRARD RD Whitby,Whitby,1410000,43.922947,-78.91765600000001
1704 Bass Lake Side Rd Orillia,Hawkestone,999900,44.588879,-79.503922
676 Oak Hill Rd Port Hope,Campbellcroft,899000,44.063377,-78.486595
142 TOWNLINE RD Whitby,Whitby,3600000,44.010498,-79.041634
3865 Ganaraska Rd Port Hope,Campbellcroft,99900,44.057327,-78.402557
3825 Ganaraska Rd Port Hope,Campbellcroft,479000,44.057198,-78.402733
354 Atherley Rd Orillia,Orillia,425000,44.606041,-79.392128
12886 County Road 2 Other Cramahe,Wevertown,729900,43.650005,-73.941864
5820 LOWANDA LANE Sebright,Orillia,57900,44.693591999999995,-79.164261
68 MATCHEDASH ST S Orillia,Orillia,189900,44.608105,-79.41397099999999
2740 Lakeshore Dr Ramara,Brechin,319900,44.536034,-79.207001
13 East Elliott St Huntsville,Huntsville,189900,45.319427000000005,-79.230202
527 -539 MARA RD Brock,Beaverton,199900,44.437012,-79.149452
52 Robert Road West Huntsville,Huntsville,220000,45.376841999999996,-79.206223
592 Golf Course Rd Huntsville,Huntsville,4600000,45.346069,-79.215141
24 Dairy Lane Huntsville,Huntsville,469900,45.332329,-79.222298
39 BURGESS CRES Brantford,Brantford,534900,43.112049,-80.294296
115 Matchedash St Orillia,Orillia,499900,44.613083,-79.418892
72 Brant Avenue Brantford,Brantford,1200,43.14098,-80.271461
232 NORTH Drive Huntsville,Huntsville,499000,45.353771,-79.335594
325 West Street Brantford,Brantford,10,43.153568,-80.25864399999999
1940 HIGHWAY 60 Huntsville,Huntsville,39900,45.365565999999994,-79.114731
191 Atherley Rd Orillia,Orillia,299999,44.605312,-79.403687
72 Brant Avenue Brantford,Brantford,1200,43.14098,-80.271461
5 WOODSTREAM Drive Huntsville,Huntsville,57900,45.326931,-79.216751
45 KING WILLIAM Street Huntsville,Huntsville,399900,45.331871,-79.208199
Lt 6&amp;7 Concession 6 Rd Brock,Brock,495000,44.33757,-79.095413
3 William Street Brantford,Brantford,264900,43.140578999999995,-80.269173
96 BOWYER Road Huntsville,Huntsville,499000,45.379795,-79.18010699999999
4215 RAVENSCLIFFE RD Huntsville,Huntsville,209900,45.404617,-79.38707
770 BROADVIEW Avenue Orillia,Orillia,1995000,44.6185,-79.376999
33 WESTMOUNT Drive Orillia,Orillia,319000,44.603195,-79.43508100000001
43 OTTAWA STREET Chalk River,Chalk River,218500,46.02655,-77.45614599999999
230 MISSISSAGA ST W Orillia,Orillia,239900,44.604912,-79.428596
15 MARTIN STREET Chalk River,Chalk River,39900,46.025368,-77.450691
LOT 4 MUNRO STREET Chalk River,Chalk River,259900,46.024357,-77.454063
519 CANAL Road Huntsville,Huntsville,299000,45.337666,-79.13383499999999
79 ERIE Avenue Brantford,Brantford,419900,43.131771,-80.25973499999999
756 MUSKOKA RD 3 North Huntsville,Huntsville,51900,45.350578000000006,-79.20153
4365 HURONIA RD Orillia,Orillia,419900,44.639561,-79.420631
2381 CON D-E RD Orillia,Alta Vista,879000,45.385117,-75.663208
20 Hanes St Huntsville,Huntsville,289900,45.328678000000004,-79.209419
48 Bridgeview Lane Huntsville,Huntsville,99900,45.34753,-79.249641
41 OLD FERGUSON Road Huntsville,Huntsville,99000,45.309146999999996,-79.261436
160 Brantwood Park Road Brantford,Brantford,9,43.184349,-80.240601
197 OLD FERGUSON Road Huntsville,Huntsville,149900,45.301247,-79.2593
LANGS LANE LANGS LANE Novar,Novar,109000,45.456192,-79.225487
119 PATRICK Street Magnetawan,Magnetawan,549000,45.661709,-79.646927
1555 Brunel Rd Huntsville,Huntsville,525000,45.269077,-79.183586
167 HIGHWAY 141 Utterson,Huntsville,139900,45.210991,-79.33000200000001
3017 HIGHWAY 520 Magnetawan,Burk's Falls,649000,45.649361,-79.559174
208 Balsam Chutes Rd Port Sydney,Port Sydney,344900,45.166348,-79.302803
1166 WALKER LAKE DR Lake Of Bays,Huntsville,590000,45.37587,-79.091698
396 ALBERT Street Exeter,Exeter,227900,43.346115000000005,-81.477028
3 Crescent Rd Huntsville,Huntsville,3650000,45.309307000000004,-79.24334
96 Seelys Rd Huntsville,Huntsville,399900,45.271355,-79.22805799999999
37 JOSEPH STREET Chalk River,Chalk River,214900,46.012463000000004,-77.454712
34 King William St Huntsville,Huntsville,99900,45.33157,-79.209366
47 TOWNLINE ROAD Chalk River,Chalk River,145500,46.013870000000004,-77.459663
204E Rowanwood Rd Huntsville,Huntsville,39900,45.251659000000004,-79.288803
SPIDER LAKE LANE Huntsville,Huntsville,119900,45.330269,-79.20399499999999
168 MAIN Street West Huntsville,Huntsville,239900,45.319794,-79.23661
321 SECORD Street Espanola,Espanola,39900,46.254471,-81.764473
1733 WILLIAMSPORT RD Huntsville,Huntsville,99000,45.409832,-79.15679899999999
248 FOSTER Drive Espanola,Espanola,329900,46.23772,-81.747467
4 PARK RD Whitby,Macedonian Village,699649,43.931461,-78.995514
27 ROYAL OAK Crescent Huntsville,Huntsville,289000,45.330096999999995,-79.118416
#1012 - 711 ROSSLAND RD E Whitby,Whitby,249000,43.899788,-78.938087
36 LAKE Drive Huntsville,Huntsville,599000,45.331009,-79.202309
98 OLD COLONY DR Whitby,Whitby,989900,43.904841999999995,-78.951881
255 OAK CRESCENT Renfrew,Renfrew,159900,45.480038,-76.704071
SPIDER LAKE LANE Huntsville,Huntsville,149900,45.330269,-79.20399499999999
296 RAGLAN STREET Renfrew,Renfrew,1249000,45.47036,-76.682526
216 TOWNLINE ROAD Road Huntsville,Huntsville,44900,45.316475,-79.220833
478 LYNX LAKE Road Huntsville,Huntsville,48900,45.245274,-79.19453399999999
GEORGE ST GEORGE ST Huntsville,Huntsville,999999,45.31852,-79.227135
YEARLEY RD YEARLEY RD Huntsville,,59900,45.367199,-79.442223
525 FALCON LOT #4 Road Huntsville,Huntsville,325000,45.326931,-79.216751
48 LORNE STREET Renfrew,Renfrew,209900,45.476639,-76.687004
752 MUSKOKA RD 3 Road North Huntsville,,53900,45.227329,-79.459885
426 BARR STREET Renfrew,Renfrew,265000,45.470482000000004,-76.676682
75 POND Crescent Novar,Novar,439000,45.448184999999995,-79.252335
2655 JOHNSTON ROAD Renfrew,Renfrew,329900,45.522659000000004,-76.682144
1288 MUSKOKA 10 RD Port Sydney,Port Sydney,399900,45.225746,-79.252739
LOT 11 ROSEBRUGH ROAD Renfrew,Renfrew,24900,45.401806,-76.648376
642 HIGHWAY 141 Utterson,Huntsville,39900,45.201077000000005,-79.348495
1606 GRIST MILL ROAD Eganville,Eganville,209000,45.533249,-77.086777
61 OLD FERGUSON Road Huntsville,Huntsville,91900,45.308346,-79.260132
111 BONNECHERE STREET Eganville,Eganville,85000,45.541103,-77.10104399999999
935 CONSTANT LAKE ROAD Eganville,Eganville,699000,45.415688,-77.016975
233 WELLINGTON STREET Eganville,Eganville,79900,45.5383,-77.102402
LOT 4 - 5 RUBY Lane Huntsville,Huntsville,129000,45.326931,-79.216751
187 BRADSHAW RD Bancroft,L'Amable,299000,45.039303000000004,-77.70826
1326 MUSCLOW GREENVIEW RD Bancroft,Harcourt,36500,45.130856,-77.795891
154 PLANT ROAD Chalk River,Chalk River,219900,46.020916,-77.439819
1160 REGAL TRL Highlands East,Harcourt,569000,44.975883,-78.00823199999999
LOT 3 MUNRO STREET Chalk River,Chalk River,239900,46.024353000000005,-77.454102
552 HIGH Street Southampton,Southampton,82900,44.488461,-81.353645
405 WYLIE ROAD Chalk River,Laurentian Hills,160000,46.08123,-77.51207
20 Puttingedge Dr Whitby,Whitby,799000,43.913940000000004,-78.92965699999999
119 Clear Spring Rd Whitby,Whitby,2688888,43.90374,-78.95654300000001
14 Coldwater Rd Orillia,Orillia,1050,44.609646000000005,-79.421555
153 Matchedash St Orillia,Orillia,399000,44.61404,-79.419708
8165 Country Lane Whitby,Whitby,180000,43.985477,-79.00970500000001
354 Atherley Rd Orillia,Orillia,549900,44.606041,-79.392128
181 Mississaga St Orillia,Orillia,149000,44.610165,-79.41484100000001
4193 10th Line Port Hope,Campbellcroft,1189900,44.093132000000004,-78.415077
#1 - 1645 DUNDAS ST E Whitby,Whitby,138800,43.886868,-78.90827900000001
700 TAUNTON RD E Whitby,Whitby,400000,43.92263,-78.928566
1706 HIGHWAY 11 Fort Frances,International Falls,895000,48.592781,-93.43289200000001
112 ELGIN Street East Orillia,Orillia,212000,44.608501000000004,-79.412224
804 SCOTT Fort Frances,Fort Frances,359900,48.610046000000004,-93.381058
43 COLBORNE ST W Orillia,Orillia,1499000,44.606163,-79.42041
52 COURTNEY Crescent Orillia,Orillia,309900,44.593277,-79.43092299999999
483 VICTORIA Crescent Orillia,Orillia,1465000,44.592628000000005,-79.380928
1 - 153 CEDAR ISLAND Road Orillia,Orillia,359900,44.608238,-79.407921
#1-113 - 1235 Deerhurst Dr Huntsville,Huntsville,99900,45.347084,-79.13202700000001
229 Sinclair Rd Huntsville,Huntsville,676000,45.359715,-79.24511700000001
34 Raspberry Lane Huntsville,Emsdale,525000,45.499016,-79.19799
3157 Old Muskoka Rd Huntsville,Huntsville,679900,45.180931,-79.333389
76 LEGERE DRIVE Chalk River,Laurentian Hills,244900,46.073299,-77.475441
51-304 Deerhurst Dr Huntsville,Huntsville,154900,45.348667,-79.147125
37 FERGUSON Road West Huntsville,Huntsville,230000,45.316719,-79.242432
LOT 3 CLAREN CRES Huntsville,Huntsville,489000,45.326931,-79.216751
167 DISTRICT AVE Vaughan,Vaughan,1050000,43.84483,-79.49029499999999
1124 BROCK ST S Whitby,Whitby,12,43.868217,-78.937515
24 BUCK Avenue Huntsville,Huntsville,59000,45.302109,-79.291489
#108 - 60 BAYCLIFFE CRES Brampton,Brampton,369900,43.67635,-79.825478
50 PURCELL CRES Vaughan,Maple,1199000,43.864471,-79.523354
155 DEERFOOT Trail Huntsville,Huntsville,74900,45.329601000000004,-79.11576099999999
1060 MAPLE DR Lake Of Bays,Baysville,929000,45.250771,-78.941025
118 Mississaga St Orillia,Orillia,850,44.606857,-79.423508
195 Memorial Ave Orillia,Orillia,1800,44.597378000000006,-79.42474399999999
4475 RAVENSCLIFFE RD Huntsville,Huntsville,129000,45.404751,-79.403961
1554 HIDDEN VALLEY RD Huntsville,Huntsville,349900,45.358273,-79.134438
2 SHANNON Street Orillia,Orillia,244900,44.592396,-79.406166
35 TIMBER Crescent Huntsville,Port Sydney,329000,45.219887,-79.289627
222 Oak Hill Rd Port Hope,Campbellcroft,599000,44.061504,-78.49166899999999
1469 OAK HILL RD Port Hope,Campbellcroft,749900,44.058754,-78.473534
357 GREER Road Port Sydney,Port Sydney,38900,45.213512,-79.30851
#2 - 2 SKYLINE DR Orillia,Orillia,1339900,44.624828,-79.434235
4089 LAWTON LANE Orillia,Orillia,1875000,44.590595,-79.320053
39 Lorne St Huntsville,Huntsville,149900,45.321774,-79.220688
LOT 1 - 24 RUBY Lane Huntsville,Huntsville,90000,45.326931,-79.216751
66 Harbour Park Cres Brock,Beaverton,179900,44.431927,-79.164459
24 Walpole St Huntsville,Huntsville,29900,45.321789,-79.22528100000001
2 ST. GEORGES Court Huntsville,Huntsville,199000,45.319247999999995,-79.225273
210-240 Highway 60 Huntsville,Huntsville,1200000,45.338989,-79.19194
269 Fowlers Road Huntsville,Huntsville,49900,45.373878000000005,-79.248642
210 MORRISON AVE Brock,Beaverton,698800,44.438365999999995,-79.161682
172 BEERS RD Kawartha Lakes,Bethany,679000,44.181412,-78.630844
567 DESBARATS LAKE Road Desbarats,Echo Bay,695000,46.373795,-83.907127
2487 Highway 60 Dwight,Huntsville,235900,45.342155,-79.037453
Big Island Huntsville,Novar,89900,45.334908,-79.300446
1 SILVERCREEK RD Seaforth,Huron East,299900,43.551949,-81.386223
15 MAIN Street East Huntsville,Huntsville,569000,45.325897,-79.219452
LOT 6 MAPLEBUSH TRAIL Perth,Perth,115000,44.898811,-76.248558
346 BIG ISLAND Island Huntsville,Huntsville,139900,45.337288,-79.310684
LOT 4 MAPLEBUSH TRAIL Perth,Perth,99000,44.898811,-76.248558
68 Matchedash St Orillia,Orillia,189900,44.611927,-79.41712199999999
355 EAST BROWNS Road Huntsville,Huntsville,599900,45.321205,-79.138
96 HUNTS Road Huntsville,Huntsville,279000,45.420231,-79.266937
26 FAIRY Avenue Huntsville,Huntsville,275000,45.327927,-79.209496
735 ASPDIN Road Huntsville,Huntsville,649000,45.311054,-79.26722
10 Invermara Crt Orillia,Orillia,549900,44.604991999999996,-79.37796
2620 MUSKOKA RD Lake Of Bays,Huntsville,665000,45.446842,-78.979576
9746 Beachwood Rd Collingwood,Collingwood,57900,44.48925,-80.168022
3655 Lakeshore Rd Clarington,Newcastle,1399900,43.896736,-78.566078
387 NORTH Drive Huntsville,Huntsville,184900,45.351593,-79.325462
139 POINTVIEW Drive Perth,Perth,295000,44.889015,-76.119385
27 WATERPOND Place Collingwood,Collingwood,449000,44.498695,-80.182152
34 MAPLE Street Collingwood,Collingwood,399000,44.501743,-80.220787
307 OTTY LAKE SIDE ROAD Perth,Perth,450000,44.85796,-76.237167
119 Clear Spring Rd Whitby,Whitby,2688888,43.90374,-78.95654300000001
55 Nottawasaga St Orillia,Orillia,695,44.608139,-79.421906
4377 124 COUNTY RD Clearview,Collingwood,749000,44.467898999999996,-80.210144
335 St Lawrence St Whitby,Whitby,749888,43.871811,-78.933601
30 Orchard Point Rd Orillia,Orillia,665000,44.602833000000004,-79.37254300000001
874 LESLIE CRAIN DRIVE Perth,Perth,49000,44.91877,-76.28426400000001
806 DANIEL CRAIN Drive Drummond,Perth,49000,44.928852,-76.18425
65 BLACKFRIAR AVE Whitby,Brooklin,649000,43.96212,-78.94403100000001
379 ROSEDALE DR Whitby,Whitby,464000,43.87685,-78.922928
860 LESLIE CRAIN Drive Drummond,Drummond,49000,44.255627000000004,-78.22451
112 ST LAWRENCE ST Whitby,Whitby,549900,43.870155,-78.937424
8 FITZPATRICK CRT Whitby,Brooklin,695000,43.951431,-78.94899699999999
142 TOWNLINE RD Whitby,Whitby,3600000,44.010498,-79.041634
LOT 12 LUMBERJACK TRAIL Perth,Perth,110000,44.898811,-76.248558
LOT 24 LUMBERJACK TRAIL Perth,Perth,119000,44.898811,-76.248558
776 WOODLAND ACRES CRES Vaughan,Maple,5250000,43.895912,-79.47221400000001
5 CAPE VERDE WAY Vaughan,Maple,699000,43.859566,-79.540802
854 LESLIE CRAIN Drive Drummond,Drummond,49000,44.255627000000004,-78.22451
1 OTTO LAKE RD Kirkland Lake,Kirkland Lake,40000,48.151012,-80.033035
77 Vernon Reach Rd Huntsville,Huntsville,1299000,45.338924,-79.286514
LOT 36 PRINCIPAL ST Verner,Verner,19000,46.411839,-80.129486
272 Kensington Rd Desbarats,Richards Landing,349900,46.332592,-83.94207
101 COTTAGE Road Desbarats,Desbarats,49000,46.453403,-83.908539
1382 Wilson Point Rd Orillia,Orillia,89000,44.640743,-79.41885400000001
52 YONGE Street South Huntsville,Huntsville,125000,45.316303000000005,-79.229454
372 Frances Street Wingham,Wingham,125900,43.887917,-81.306938
36 BERRYDOWN DR Caledon,Bolton,799900,43.875965,-79.718521
42 PERKINS DR Brampton,Brampton,849900,43.720741,-79.828743
57 Wilton Dr Brampton,Brampton,469900,43.688583,-79.746483
3480 UPPER MIDDLE Road Burlington,Burlington,0,43.376587,-79.807976
1440 INNSWOOD Drive Burlington,Burlington,509900,43.353798,-79.827232
124 Sky Harbour Dr Brampton,Brampton,724800,43.633697999999995,-79.782333
PART 4 GOODWILL DR Garson,Sudbury,89900,46.555504,-80.85955
133 SPRINGHILL Drive Garson,Sudbury,379900,46.54781,-80.890923
6 Woodhaven Dr Brampton,Brampton,599000,43.703609,-79.81178299999999
16 Kilmanagh Crt Brampton,Brampton,649000,43.674434999999995,-79.727783
5556 FIFTH LINE Eramosa,,1950000,43.654796999999995,-80.19497700000001
12125 Guelph Line Milton,Milton,625000,43.547661,-80.06875600000001
133 Tremaine Road Milton,Milton,1390000,43.517899,-79.929199
#235 - 7163 YONGE ST Markham,Thornhill,148000,43.802551,-79.420654
#1109 - 7171 YONGE ST Markham,Markham,324800,43.802551,-79.420715
#127 - 3255 Highway 7 E Markham,Markham,580000,43.84985,-79.347672
#209 - 18 CROWN STEEL DR Markham,Markham,258000,43.839259999999996,-79.325539
